order_id,order_line_id,order_date,ship_date,customer_id,customer_name,product_id,product_name,quantity_mt,unit_price,total_amount,currency,sales_region,sales_channel,customer_segment,contract_id,discount_pct,rebate_amount,freight_cost,ship_from_site,ship_to_location,incoterms,net_revenue,week_start
ORD-00001198,1,2025-02-24,2025-03-08,CUST-00115,Advanced Manufacturing,STY-001,Styrene Monomer,35.1,1245.78,43726.88,USD,Asia Pacific,Direct,Consumer,,0,219.22,175.5,SITE-NEA-01,Asia Pacific Distribution,DDP,43551.38,2025-02-24
ORD-00001199,1,2025-02-24,2025-03-04,CUST-00022,Pacific Chemicals,PP-001,Propylene Polymer Grade,319.5,1306.95,417570.52,USD,Europe,Contract,Agricultural,CTR-00022,3,4342.04,1278.0,SITE-NWE-01,Europe Distribution,DDP,403765.4,2025-02-24
ORD-00001200,1,2025-02-24,2025-03-01,CUST-00036,United Holdings,DEG-001,Diethylene Glycol,1286.3,918.65,1181659.49,USD,North America,Spot,Automotive,CTR-00036,5,15626.31,3215.75,SITE-USG-02,North America Distribution,FOB,1119360.77,2025-02-24
ORD-00001201,1,2025-02-24,2025-03-10,CUST-00178,National LLC,XYL-001,Mixed Xylenes,185.7,1043.2,193722.24,USD,Latin America,Contract,Industrial,CTR-00178,1,3077.06,1114.2,SITE-NEA-01,Latin America Distribution,CIF,190670.82,2025-02-24
ORD-00001202,1,2025-02-24,2025-02-27,CUST-00054,Premier Group,BEN-001,Benzene,365.8,1093.14,399870.61,USD,Latin America,Distributor,Automotive,CTR-00054,5,6680.87,2194.8,SITE-USG-02,Latin America Distribution,CIF,377682.28,2025-02-24
ORD-00001203,1,2025-02-24,2025-03-01,CUST-00194,Industrial Partners,HDPE-001,HDPE Film Grade,30.7,1485.19,45595.33,USD,Latin America,Contract,Consumer,CTR-00194,1,521.69,184.2,SITE-NEA-02,Latin America Distribution,DAP,44955.18,2025-02-24
ORD-00001204,1,2025-02-24,2025-03-04,CUST-00040,Premier Partners,DEG-001,Diethylene Glycol,96.4,874.81,84331.68,USD,Asia Pacific,Distributor,Agricultural,CTR-00040,3,1377.96,482.0,SITE-NEA-02,Asia Pacific Distribution,DAP,81319.73,2025-02-24
ORD-00001205,1,2025-02-24,2025-03-06,CUST-00199,Premier Corp,BUT-001,Butadiene,84.3,1437.3,121164.39,USD,Latin America,Distributor,Industrial,CTR-00199,1,636.85,505.8,SITE-NWE-01,Latin America Distribution,DAP,119446.95,2025-02-24
ORD-00001206,1,2025-02-24,2025-02-28,CUST-00013,Global Holdings,DEG-001,Diethylene Glycol,7.0,887.77,6214.39,USD,North America,Spot,Construction,CTR-00013,0,63.94,17.5,SITE-USG-02,North America Distribution,DDP,6196.89,2025-02-24
ORD-00001207,1,2025-02-24,2025-03-04,CUST-00195,Atlantic Corp,PVC-001,PVC Suspension Grade,13.0,1391.78,18093.14,USD,Latin America,Distributor,Construction,,1,292.02,78.0,SITE-NWE-02,Latin America Distribution,DAP,17834.21,2025-02-24
ORD-00001208,1,2025-02-24,2025-03-07,CUST-00082,National Manufacturing,PP-HOMO,Polypropylene Homopolymer,119.1,1656.66,197308.21,USD,North America,Contract,Consumer,CTR-00082,3,2636.09,297.75,SITE-USG-02,North America Distribution,DDP,191091.21,2025-02-24
ORD-00001209,1,2025-02-24,2025-03-07,CUST-00141,United Corp,PP-HOMO,Polypropylene Homopolymer,196.6,1681.13,330510.16,USD,Middle East,Spot,Consumer,,5,2415.52,884.7,SITE-USG-02,Middle East Distribution,FOB,313099.95,2025-02-24
ORD-00001210,1,2025-02-24,2025-03-07,CUST-00059,Pacific Industries,ACN-001,Acrylonitrile,118.5,1713.94,203101.89,USD,North America,Distributor,Agricultural,,3,3960.84,296.25,SITE-USG-02,North America Distribution,FOB,196712.58,2025-02-24
ORD-00001211,1,2025-02-24,2025-02-28,CUST-00120,Atlantic Manufacturing,XYL-001,Mixed Xylenes,21.9,1042.67,22834.47,USD,North America,Spot,Automotive,,0,158.76,54.75,SITE-USG-02,North America Distribution,DAP,22779.72,2025-02-24
ORD-00001212,1,2025-02-24,2025-03-05,CUST-00188,Pacific Group,LDPE-001,LDPE Injection Grade,10.9,1570.67,17120.3,USD,Asia Pacific,Direct,Consumer,CTR-00188,0,332.71,54.5,SITE-NEA-02,Asia Pacific Distribution,CIF,17065.8,2025-02-24
ORD-00001213,1,2025-02-25,2025-03-06,CUST-00093,National Industries,LDPE-001,LDPE Injection Grade,8.1,1434.47,11619.21,USD,Middle East,Distributor,Construction,,0,158.15,36.45,SITE-NWE-01,Middle East Distribution,FOB,11582.76,2025-02-24
ORD-00001214,1,2025-02-25,2025-03-03,CUST-00189,United Holdings,PP-002,Propylene Chemical Grade,517.8,1200.92,621836.38,USD,Asia Pacific,Spot,Agricultural,CTR-00189,3,9699.87,2589.0,SITE-NEA-02,Asia Pacific Distribution,FOB,600592.29,2025-02-24
ORD-00001215,1,2025-02-25,2025-03-08,CUST-00011,Atlantic Group,HDPE-001,HDPE Film Grade,5.2,1422.71,7398.09,USD,Europe,Spot,Automotive,CTR-00011,0,102.64,20.8,SITE-NWE-02,Europe Distribution,CIF,7377.29,2025-02-24
ORD-00001216,1,2025-02-25,2025-03-05,CUST-00174,Pacific Manufacturing,PP-COPOLY,Polypropylene Copolymer,9.1,1716.17,15617.15,USD,Europe,Distributor,Agricultural,,0,51.74,36.4,SITE-NWE-01,Europe Distribution,CIF,15580.75,2025-02-24
ORD-00001217,1,2025-02-25,2025-03-11,CUST-00142,Atlantic Chemicals,BUT-001,Butadiene,1600.3,1475.93,2361930.78,USD,Europe,Distributor,Construction,CTR-00142,5,45119.04,6401.2,SITE-NWE-02,Europe Distribution,DAP,2237433.04,2025-02-24
ORD-00001218,1,2025-02-25,2025-03-03,CUST-00012,Industrial Chemicals,PS-001,Polystyrene GPPS,202.4,1513.94,306421.46,USD,Asia Pacific,Spot,Automotive,,3,5939.34,1012.0,SITE-NEA-02,Asia Pacific Distribution,DAP,296216.82,2025-02-24
ORD-00001219,1,2025-02-25,2025-03-04,CUST-00027,Global Holdings,BEN-001,Benzene,2.0,1043.3,2086.6,USD,Asia Pacific,Contract,Agricultural,CTR-00027,0,40.56,10.0,SITE-NEA-02,Asia Pacific Distribution,DAP,2076.6,2025-02-24
ORD-00001220,1,2025-02-25,2025-03-07,CUST-00174,Pacific Manufacturing,BEN-001,Benzene,103.9,1015.89,105550.97,USD,Europe,Spot,Agricultural,,0,1980.44,415.6,SITE-NWE-02,Europe Distribution,FOB,105135.37,2025-02-24
ORD-00001221,1,2025-02-25,2025-03-01,CUST-00179,Industrial Industries,STY-001,Styrene Monomer,18.6,1304.88,24270.77,USD,Middle East,Spot,Industrial,CTR-00179,1,324.32,83.7,SITE-NWE-01,Middle East Distribution,CIF,23944.36,2025-02-24
ORD-00001222,1,2025-02-25,2025-03-11,CUST-00016,Global Manufacturing,LLDPE-001,LLDPE C4,7.3,1389.5,10143.35,USD,Middle East,Direct,Consumer,,1,83.25,32.85,SITE-NWE-02,Middle East Distribution,CIF,10009.07,2025-02-24
ORD-00001223,1,2025-02-25,2025-03-07,CUST-00006,Advanced Holdings,ACN-001,Acrylonitrile,5.3,1793.85,9507.4,USD,Latin America,Distributor,Consumer,CTR-00006,5,153.45,31.8,SITE-NEA-02,Latin America Distribution,CIF,9000.23,2025-02-24
ORD-00001224,1,2025-02-25,2025-03-06,CUST-00122,Pacific Corp,LLDPE-001,LLDPE C4,3.1,1490.66,4621.05,USD,Europe,Distributor,Automotive,CTR-00122,0,36.14,12.4,SITE-NWE-01,Europe Distribution,CIF,4608.65,2025-02-24
ORD-00001225,1,2025-02-25,2025-03-03,CUST-00156,National Holdings,PP-002,Propylene Chemical Grade,12.1,1233.36,14923.66,USD,Latin America,Spot,Industrial,,0,287.54,72.6,SITE-NEA-01,Latin America Distribution,DDP,14851.06,2025-02-24
ORD-00001226,1,2025-02-25,2025-03-02,CUST-00153,Industrial Manufacturing,LDPE-001,LDPE Injection Grade,48.8,1587.04,77447.55,USD,Asia Pacific,Contract,Consumer,,0,1145.69,244.0,SITE-NEA-02,Asia Pacific Distribution,CIF,77203.55,2025-02-24
ORD-00001227,1,2025-02-25,2025-03-03,CUST-00139,United Manufacturing,PS-001,Polystyrene GPPS,17.0,1478.11,25127.87,USD,Asia Pacific,Contract,Industrial,,1,138.44,85.0,SITE-NEA-01,Asia Pacific Distribution,DDP,24791.59,2025-02-24
ORD-00001228,1,2025-02-25,2025-02-28,CUST-00176,Pacific Chemicals,ETH-001,Ethylene,70.7,1090.87,77124.51,USD,Europe,Direct,Consumer,CTR-00176,0,808.64,282.8,SITE-NWE-01,Europe Distribution,DAP,76841.71,2025-02-24
ORD-00001229,1,2025-02-25,2025-03-03,CUST-00119,Industrial LLC,PP-002,Propylene Chemical Grade,3.4,1223.68,4160.51,USD,Latin America,Contract,Construction,,3,10.39,20.4,SITE-NWE-01,Latin America Distribution,DAP,4015.29,2025-02-24
ORD-00001230,1,2025-02-25,2025-03-02,CUST-00165,Pacific Holdings,PP-HOMO,Polypropylene Homopolymer,9.8,1670.82,16374.04,USD,Asia Pacific,Direct,Consumer,CTR-00165,0,247.0,49.0,SITE-NEA-02,Asia Pacific Distribution,DDP,16325.04,2025-02-24
ORD-00001231,1,2025-02-25,2025-03-04,CUST-00063,Advanced Group,ETH-001,Ethylene,11.8,1159.14,13677.85,USD,North America,Direct,Agricultural,CTR-00063,1,243.77,29.5,SITE-USG-02,North America Distribution,FOB,13511.57,2025-02-24
ORD-00001232,1,2025-02-25,2025-03-10,CUST-00047,Industrial Group,PP-COPOLY,Polypropylene Copolymer,4.8,1714.82,8231.14,USD,Middle East,Contract,Construction,CTR-00047,1,27.73,21.6,SITE-NWE-02,Middle East Distribution,DAP,8127.23,2025-02-24
ORD-00001233,1,2025-02-25,2025-03-04,CUST-00068,United Manufacturing,ACN-001,Acrylonitrile,4.7,1600.24,7521.13,USD,Middle East,Distributor,Agricultural,CTR-00068,1,13.32,21.15,SITE-USG-01,Middle East Distribution,DDP,7424.77,2025-02-24
ORD-00001234,1,2025-02-25,2025-03-03,CUST-00089,Pacific Industries,MMA-001,Methyl Methacrylate,90.3,1875.29,169338.69,USD,Europe,Contract,Agricultural,CTR-00089,0,3262.29,361.2,SITE-NWE-01,Europe Distribution,DAP,168977.49,2025-02-24
ORD-00001235,1,2025-02-25,2025-02-28,CUST-00097,Premier LLC,BUT-001,Butadiene,53.5,1498.03,80144.6,USD,Middle East,Direct,Industrial,CTR-00097,1,449.14,240.75,SITE-NWE-01,Middle East Distribution,DDP,79102.4,2025-02-24
ORD-00001236,1,2025-02-25,2025-03-04,CUST-00128,Premier LLC,LLDPE-001,LLDPE C4,151.2,1565.72,236736.86,USD,Europe,Spot,Consumer,CTR-00128,3,3959.64,604.8,SITE-NWE-02,Europe Distribution,DDP,229029.95,2025-02-24
ORD-00001237,1,2025-02-25,2025-03-01,CUST-00174,Pacific Manufacturing,DEG-001,Diethylene Glycol,5.8,893.74,5183.69,USD,Europe,Direct,Agricultural,,0,83.56,23.2,SITE-NWE-02,Europe Distribution,CIF,5160.49,2025-02-24
ORD-00001238,1,2025-02-25,2025-03-09,CUST-00104,Atlantic Group,ETH-001,Ethylene,42.6,1059.83,45148.76,USD,Latin America,Contract,Consumer,,1,391.68,255.6,SITE-USG-02,Latin America Distribution,DDP,44441.67,2025-02-24
ORD-00001239,1,2025-02-25,2025-03-01,CUST-00043,Industrial Manufacturing,HDPE-001,HDPE Film Grade,520.7,1577.5,821404.25,USD,Europe,Contract,Industrial,CTR-00043,5,13757.08,2082.8,SITE-NWE-01,Europe Distribution,DAP,778251.24,2025-02-24
ORD-00001240,1,2025-02-25,2025-03-09,CUST-00108,Premier Corp,ETH-001,Ethylene,199.6,1165.42,232617.83,USD,Middle East,Contract,Automotive,,1,501.51,898.2,SITE-USG-01,Middle East Distribution,FOB,229393.45,2025-02-24
ORD-00001241,1,2025-02-25,2025-03-09,CUST-00016,Global Manufacturing,XYL-001,Mixed Xylenes,8.2,1041.21,8537.92,USD,Middle East,Direct,Consumer,,1,130.46,36.9,SITE-NEA-02,Middle East Distribution,DDP,8415.64,2025-02-24
ORD-00001242,1,2025-02-25,2025-03-09,CUST-00090,Industrial Manufacturing,STY-001,Styrene Monomer,7.1,1308.03,9287.01,USD,Middle East,Contract,Construction,CTR-00090,0,133.42,31.95,SITE-NWE-01,Middle East Distribution,FOB,9255.06,2025-02-24
ORD-00001243,1,2025-02-25,2025-03-05,CUST-00190,National Manufacturing,BUT-001,Butadiene,116.5,1449.27,168839.96,USD,Europe,Contract,Consumer,CTR-00190,3,1936.07,466.0,SITE-NWE-01,Europe Distribution,FOB,163308.76,2025-02-24
ORD-00001244,1,2025-02-25,2025-03-06,CUST-00058,Pacific Partners,DEG-001,Diethylene Glycol,816.7,968.39,790884.11,USD,Asia Pacific,Contract,Automotive,CTR-00058,3,405.57,4083.5,SITE-NEA-01,Asia Pacific Distribution,CIF,763074.09,2025-02-24
ORD-00001245,1,2025-02-25,2025-02-28,CUST-00195,Atlantic Corp,PP-COPOLY,Polypropylene Copolymer,7.1,1807.09,12830.34,USD,Latin America,Spot,Construction,,1,236.25,42.6,SITE-USG-02,Latin America Distribution,FOB,12659.44,2025-02-24
ORD-00001246,1,2025-02-25,2025-03-11,CUST-00153,Industrial Manufacturing,PP-HOMO,Polypropylene Homopolymer,1.0,1559.49,1559.49,USD,Asia Pacific,Contract,Consumer,CTR-00153,0,7.91,5.0,SITE-NEA-02,Asia Pacific Distribution,DDP,1554.49,2025-02-24
ORD-00001247,1,2025-02-25,2025-03-05,CUST-00007,Premier Manufacturing,XYL-001,Mixed Xylenes,82.6,1038.83,85807.36,USD,North America,Distributor,Industrial,,5,1344.96,206.5,SITE-USG-01,North America Distribution,DDP,81310.49,2025-02-24
ORD-00001248,1,2025-02-25,2025-03-07,CUST-00010,United Chemicals,PP-002,Propylene Chemical Grade,24.9,1278.55,31835.89,USD,North America,Spot,Industrial,CTR-00010,0,102.25,62.25,SITE-USG-01,North America Distribution,DDP,31773.64,2025-02-24
ORD-00001249,1,2025-02-25,2025-03-11,CUST-00055,Global Group,PS-001,Polystyrene GPPS,2.9,1292.44,3748.08,USD,Latin America,Contract,Consumer,CTR-00055,0,58.54,17.4,SITE-NEA-02,Latin America Distribution,CIF,3730.68,2025-02-24
ORD-00001250,1,2025-02-25,2025-03-07,CUST-00129,Premier Manufacturing,TOL-001,Toluene,10.0,969.09,9690.9,USD,Latin America,Direct,Agricultural,CTR-00129,0,119.47,60.0,SITE-NEA-02,Latin America Distribution,CIF,9630.9,2025-02-24
ORD-00001251,1,2025-02-25,2025-03-05,CUST-00160,Atlantic Chemicals,ACN-001,Acrylonitrile,30.4,1674.36,50900.54,USD,Asia Pacific,Spot,Agricultural,,1,734.94,152.0,SITE-NEA-01,Asia Pacific Distribution,DAP,50239.53,2025-02-24
ORD-00001252,1,2025-02-25,2025-03-05,CUST-00101,Atlantic LLC,PP-001,Propylene Polymer Grade,5.8,1250.57,7253.31,USD,North America,Contract,Construction,CTR-00101,0,109.75,14.5,SITE-USG-01,North America Distribution,CIF,7238.81,2025-02-24
ORD-00001253,1,2025-02-25,2025-03-04,CUST-00172,Premier Manufacturing,ETH-001,Ethylene,15.8,1110.28,17542.42,USD,Middle East,Contract,Automotive,CTR-00172,0,282.75,71.1,SITE-USG-01,Middle East Distribution,DDP,17471.32,2025-02-24
ORD-00001254,1,2025-02-25,2025-03-02,CUST-00092,Global Manufacturing,MMA-001,Methyl Methacrylate,8.2,1881.25,15426.25,USD,Latin America,Distributor,Agricultural,CTR-00092,0,34.39,49.2,SITE-NWE-01,Latin America Distribution,DDP,15377.05,2025-02-24
ORD-00001255,1,2025-02-25,2025-03-08,CUST-00087,National Partners,PP-002,Propylene Chemical Grade,152.2,1276.73,194318.31,USD,Asia Pacific,Spot,Industrial,CTR-00087,3,2091.85,761.0,SITE-NEA-02,Asia Pacific Distribution,DAP,187727.76,2025-02-24
ORD-00001256,1,2025-02-25,2025-03-09,CUST-00077,Pacific Corp,DEG-001,Diethylene Glycol,22.0,930.59,20472.98,USD,Middle East,Direct,Construction,,3,37.07,99.0,SITE-NWE-01,Middle East Distribution,DAP,19759.79,2025-02-24
ORD-00001257,1,2025-02-25,2025-03-04,CUST-00081,Pacific Group,HDPE-001,HDPE Film Grade,298.5,1394.31,416201.54,USD,Asia Pacific,Distributor,Automotive,CTR-00081,3,4435.27,1492.5,SITE-NEA-02,Asia Pacific Distribution,DAP,402222.99,2025-02-24
ORD-00001258,1,2025-02-25,2025-03-02,CUST-00199,Premier Corp,MMA-001,Methyl Methacrylate,13.6,1805.11,24549.5,USD,Latin America,Contract,Industrial,,1,469.42,81.6,SITE-NEA-02,Latin America Distribution,DDP,24222.41,2025-02-24
ORD-00001259,1,2025-02-25,2025-03-09,CUST-00114,Industrial Industries,PP-HOMO,Polypropylene Homopolymer,0.1,1607.25,160.73,USD,Middle East,Direct,Automotive,CTR-00114,0,0.72,0.45,SITE-NWE-02,Middle East Distribution,FOB,160.28,2025-02-24
ORD-00001260,1,2025-02-25,2025-03-03,CUST-00174,Pacific Manufacturing,PVC-001,PVC Suspension Grade,61.6,1377.91,84879.26,USD,Europe,Distributor,Agricultural,CTR-00174,0,464.78,246.4,SITE-NWE-02,Europe Distribution,DAP,84632.86,2025-02-24
ORD-00001261,1,2025-02-25,2025-03-03,CUST-00139,United Manufacturing,PP-001,Propylene Polymer Grade,38.1,1229.69,46851.19,USD,Asia Pacific,Distributor,Industrial,,1,211.61,190.5,SITE-NEA-02,Asia Pacific Distribution,CIF,46192.18,2025-02-24
ORD-00001262,1,2025-02-25,2025-03-02,CUST-00097,Premier LLC,ACN-001,Acrylonitrile,170.6,1717.35,292979.91,USD,Middle East,Direct,Industrial,,1,5652.11,767.7,SITE-USG-01,Middle East Distribution,DAP,289282.41,2025-02-24
ORD-00001263,1,2025-02-25,2025-03-07,CUST-00033,Advanced Holdings,PP-001,Propylene Polymer Grade,35.8,1304.58,46703.96,USD,North America,Contract,Agricultural,CTR-00033,1,932.56,89.5,SITE-USG-02,North America Distribution,CIF,46147.42,2025-02-24
ORD-00001264,1,2025-02-25,2025-03-06,CUST-00177,Industrial Holdings,PP-001,Propylene Polymer Grade,6.0,1205.85,7235.1,USD,Latin America,Distributor,Construction,CTR-00177,0,84.06,36.0,SITE-NEA-01,Latin America Distribution,DAP,7199.1,2025-02-24
ORD-00001265,1,2025-02-25,2025-03-11,CUST-00024,National Industries,BEN-001,Benzene,35.4,1026.69,36344.83,USD,North America,Spot,Industrial,CTR-00024,0,713.75,88.5,SITE-USG-01,North America Distribution,DDP,36256.33,2025-02-24
ORD-00001266,1,2025-02-25,2025-03-06,CUST-00193,Industrial Corp,PP-002,Propylene Chemical Grade,37.1,1209.55,44874.3,USD,Europe,Spot,Automotive,CTR-00193,0,830.63,148.4,SITE-NWE-02,Europe Distribution,CIF,44725.9,2025-02-24
ORD-00001267,1,2025-02-25,2025-03-05,CUST-00137,National Industries,TOL-001,Toluene,111.9,923.91,103385.53,USD,Latin America,Spot,Construction,,1,1433.34,671.4,SITE-NWE-01,Latin America Distribution,DDP,101680.27,2025-02-24
ORD-00001268,1,2025-02-25,2025-03-11,CUST-00166,National Industries,BEN-001,Benzene,101.8,1027.18,104566.92,USD,Middle East,Distributor,Automotive,CTR-00166,1,1210.8,458.1,SITE-USG-02,Middle East Distribution,FOB,103063.15,2025-02-24
ORD-00001269,1,2025-02-26,2025-03-09,CUST-00112,Atlantic Manufacturing,LLDPE-001,LLDPE C4,16.2,1543.5,25004.7,USD,North America,Contract,Consumer,CTR-00112,1,52.41,40.5,SITE-USG-01,North America Distribution,CIF,24714.15,2025-02-24
ORD-00001270,1,2025-02-26,2025-03-12,CUST-00026,Premier Chemicals,ETH-001,Ethylene,22.9,1134.49,25979.82,USD,North America,Spot,Consumer,CTR-00026,1,335.12,57.25,SITE-USG-01,North America Distribution,CIF,25662.77,2025-02-24
ORD-00001271,1,2025-02-26,2025-03-08,CUST-00015,United Group,BEN-001,Benzene,34.2,1036.27,35440.43,USD,Europe,Spot,Industrial,CTR-00015,1,37.71,136.8,SITE-NWE-01,Europe Distribution,DAP,34949.23,2025-02-24
ORD-00001272,1,2025-02-26,2025-03-08,CUST-00126,Global LLC,XYL-001,Mixed Xylenes,2.9,1069.49,3101.52,USD,Europe,Contract,Industrial,,0,61.77,11.6,SITE-NWE-01,Europe Distribution,FOB,3089.92,2025-02-24
ORD-00001273,1,2025-02-26,2025-03-09,CUST-00024,National Industries,TOL-001,Toluene,19.5,970.68,18928.26,USD,North America,Contract,Industrial,CTR-00024,0,21.78,48.75,SITE-USG-01,North America Distribution,DDP,18879.51,2025-02-24
ORD-00001274,1,2025-02-26,2025-03-08,CUST-00022,Pacific Chemicals,PP-001,Propylene Polymer Grade,112.5,1366.68,153751.5,USD,Europe,Distributor,Agricultural,,3,1089.83,450.0,SITE-NWE-02,Europe Distribution,DDP,148688.96,2025-02-24
ORD-00001275,1,2025-02-26,2025-03-10,CUST-00087,National Partners,PP-002,Propylene Chemical Grade,61.8,1314.5,81236.1,USD,Asia Pacific,Spot,Industrial,CTR-00087,3,1182.41,309.0,SITE-NEA-02,Asia Pacific Distribution,DAP,78490.02,2025-02-24
ORD-00001276,1,2025-02-26,2025-03-07,CUST-00125,United Corp,BEN-001,Benzene,1.9,1111.1,2111.09,USD,Europe,Distributor,Construction,CTR-00125,0,9.09,7.6,SITE-NWE-02,Europe Distribution,DAP,2103.49,2025-02-24
ORD-00001277,1,2025-02-26,2025-03-05,CUST-00040,Premier Partners,STY-001,Styrene Monomer,186.2,1320.05,245793.31,USD,Asia Pacific,Spot,Agricultural,CTR-00040,3,2801.34,931.0,SITE-NEA-02,Asia Pacific Distribution,DAP,237488.51,2025-02-24
ORD-00001278,1,2025-02-26,2025-03-03,CUST-00092,Global Manufacturing,ETH-001,Ethylene,7.0,1074.91,7524.37,USD,Latin America,Spot,Agricultural,CTR-00092,0,146.11,42.0,SITE-NWE-02,Latin America Distribution,FOB,7482.37,2025-02-24
ORD-00001279,1,2025-02-26,2025-03-12,CUST-00056,Atlantic Partners,XYL-001,Mixed Xylenes,18.3,1035.93,18957.52,USD,North America,Spot,Industrial,CTR-00056,0,293.7,45.75,SITE-USG-01,North America Distribution,FOB,18911.77,2025-02-24
ORD-00001280,1,2025-02-26,2025-03-10,CUST-00005,Atlantic Partners,MMA-001,Methyl Methacrylate,230.4,1760.65,405653.76,USD,Asia Pacific,Direct,Automotive,CTR-00005,3,5925.63,1152.0,SITE-NEA-01,Asia Pacific Distribution,CIF,392332.15,2025-02-24
ORD-00001281,1,2025-02-26,2025-03-04,CUST-00110,Atlantic Partners,BEN-001,Benzene,5.7,1074.41,6124.14,USD,Latin America,Distributor,Automotive,CTR-00110,0,3.61,34.2,SITE-NEA-01,Latin America Distribution,DAP,6089.94,2025-02-24
ORD-00001282,1,2025-02-26,2025-03-12,CUST-00012,Industrial Chemicals,STY-001,Styrene Monomer,70.5,1221.14,86090.37,USD,Asia Pacific,Direct,Automotive,CTR-00012,3,162.13,352.5,SITE-NEA-01,Asia Pacific Distribution,DAP,83155.16,2025-02-24
ORD-00001283,1,2025-02-26,2025-03-10,CUST-00149,Premier Group,BUT-001,Butadiene,43.1,1572.2,67761.82,USD,Europe,Contract,Industrial,CTR-00149,3,516.74,172.4,SITE-NWE-02,Europe Distribution,DAP,65556.57,2025-02-24
ORD-00001284,1,2025-02-26,2025-03-03,CUST-00034,National Industries,BUT-001,Butadiene,27.5,1538.98,42321.95,USD,Asia Pacific,Spot,Consumer,,1,263.41,137.5,SITE-NEA-02,Asia Pacific Distribution,CIF,41761.23,2025-02-24
ORD-00001285,1,2025-02-26,2025-03-12,CUST-00194,Industrial Partners,PP-COPOLY,Polypropylene Copolymer,3.1,1670.19,5177.59,USD,Latin America,Contract,Consumer,CTR-00194,1,51.74,18.6,SITE-NEA-02,Latin America Distribution,CIF,5107.21,2025-02-24
ORD-00001286,1,2025-02-26,2025-03-05,CUST-00092,Global Manufacturing,PP-001,Propylene Polymer Grade,74.2,1274.29,94552.32,USD,Latin America,Contract,Agricultural,,0,664.14,445.2,SITE-NEA-01,Latin America Distribution,FOB,94107.12,2025-02-24
ORD-00001287,1,2025-02-26,2025-03-06,CUST-00097,Premier LLC,PS-001,Polystyrene GPPS,12.7,1527.79,19402.93,USD,Middle East,Contract,Industrial,CTR-00097,1,203.29,57.15,SITE-NEA-02,Middle East Distribution,FOB,19151.75,2025-02-24
ORD-00001288,1,2025-02-26,2025-03-10,CUST-00045,United Chemicals,ETH-001,Ethylene,7.0,973.07,6811.49,USD,North America,Direct,Industrial,CTR-00045,0,8.06,17.5,SITE-USG-01,North America Distribution,DDP,6793.99,2025-02-24
ORD-00001289,1,2025-02-26,2025-03-02,CUST-00159,Global LLC,LDPE-001,LDPE Injection Grade,11.5,1584.37,18220.25,USD,Middle East,Distributor,Construction,,0,358.99,51.75,SITE-NWE-01,Middle East Distribution,FOB,18168.5,2025-02-24
ORD-00001290,1,2025-02-26,2025-03-01,CUST-00188,Pacific Group,LLDPE-001,LLDPE C4,8.6,1554.19,13366.03,USD,Asia Pacific,Spot,Consumer,CTR-00188,0,7.39,43.0,SITE-NEA-02,Asia Pacific Distribution,DDP,13323.03,2025-02-24
ORD-00001291,1,2025-02-26,2025-03-02,CUST-00113,Advanced Manufacturing,HDPE-001,HDPE Film Grade,1.0,1457.85,1457.85,USD,Asia Pacific,Distributor,Agricultural,,0,18.1,5.0,SITE-NEA-02,Asia Pacific Distribution,CIF,1452.85,2025-02-24
ORD-00001292,1,2025-02-26,2025-03-09,CUST-00194,Industrial Partners,PVC-001,PVC Suspension Grade,4.6,1210.82,5569.77,USD,Latin America,Distributor,Consumer,CTR-00194,1,10.8,27.6,SITE-NEA-02,Latin America Distribution,CIF,5486.47,2025-02-24
ORD-00001293,1,2025-02-26,2025-03-10,CUST-00158,United Group,LDPE-001,LDPE Injection Grade,45.0,1639.47,73776.15,USD,Asia Pacific,Spot,Industrial,CTR-00158,0,1315.34,225.0,SITE-NEA-01,Asia Pacific Distribution,CIF,73551.15,2025-02-24
ORD-00001294,1,2025-02-26,2025-03-09,CUST-00159,Global LLC,ACN-001,Acrylonitrile,7.1,1556.64,11052.14,USD,Middle East,Distributor,Construction,CTR-00159,0,98.39,31.95,SITE-NWE-01,Middle East Distribution,FOB,11020.19,2025-02-24
ORD-00001295,1,2025-02-26,2025-03-09,CUST-00120,Atlantic Manufacturing,PS-001,Polystyrene GPPS,21.4,1438.03,30773.84,USD,North America,Direct,Automotive,CTR-00120,0,191.82,53.5,SITE-USG-02,North America Distribution,DDP,30720.34,2025-02-24
ORD-00001296,1,2025-02-26,2025-03-02,CUST-00022,Pacific Chemicals,ACN-001,Acrylonitrile,277.7,1576.1,437682.97,USD,Europe,Spot,Agricultural,CTR-00022,3,5165.59,1110.8,SITE-NWE-02,Europe Distribution,CIF,423441.68,2025-02-24
ORD-00001297,1,2025-02-26,2025-03-02,CUST-00085,National Manufacturing,XYL-001,Mixed Xylenes,115.3,1104.98,127404.19,USD,North America,Contract,Consumer,,0,395.6,288.25,SITE-USG-01,North America Distribution,DDP,127115.94,2025-02-24
ORD-00001298,1,2025-02-26,2025-03-08,CUST-00074,Advanced Holdings,PP-002,Propylene Chemical Grade,37.4,1305.61,48829.81,USD,Latin America,Contract,Construction,CTR-00074,1,921.92,224.4,SITE-USG-02,Latin America Distribution,FOB,48117.11,2025-02-24
