run_id,site_id,product_id,start_time,end_time,planned_quantity_mt,actual_yield_mt,yield_pct,feedstock_consumed_mt,feedstock_cost,energy_cost,labor_cost,overhead_cost,total_variable_cost,total_fixed_cost,cost_per_mt,quality_grade,batch_status,carbon_footprint_kg
RUN-00001027,SITE-USG-01,MMA-001,2025-03-19 07:00:00,2025-03-19 18:00:00,338,332.6,98.41,353.4,339264.0,17279.28,9094.4,23951.66,356543.28,33046.06,1171.34,A,COMPLETED,171576.0
RUN-00001028,SITE-USG-01,LLDPE-001,2025-03-19 10:00:00,2025-03-19 20:00:00,424,410.5,96.81,452.0,347136.0,19259.52,15873.94,19553.02,366395.52,35426.96,978.86,A,COMPLETED,526148.0
RUN-00001029,SITE-USG-02,ETH-001,2025-03-19 07:00:00,2025-03-19 16:00:00,440,405.1,92.06,438.9,250173.0,15695.23,8726.64,22266.79,265868.23,30993.43,732.81,A,COMPLETED,220675.0
RUN-00001030,SITE-USG-02,LLDPE-001,2025-03-19 16:00:00,2025-03-20 03:00:00,481,475.0,98.75,535.2,411033.6,20658.83,10733.9,35261.68,431692.43,45995.58,1005.66,A,COMPLETED,417004.0
RUN-00001031,SITE-USG-02,PS-001,2025-03-19 16:00:00,2025-03-20 00:00:00,200,188.1,94.04,213.8,160350.0,10370.8,6714.22,13678.46,170720.8,20392.68,1016.02,A,COMPLETED,200905.0
RUN-00001032,SITE-USG-02,TOL-001,2025-03-19 04:00:00,2025-03-19 11:00:00,460,447.4,97.25,482.7,246177.0,16314.02,11030.81,32392.66,262491.02,43423.47,683.76,A,COMPLETED,405964.0
RUN-00001033,SITE-NWE-01,ETH-001,2025-03-19 14:00:00,2025-03-19 18:00:00,185,182.1,98.45,204.3,116451.0,8142.24,5505.91,13796.35,124593.24,19302.260000000002,790.2,A,COMPLETED,115015.0
RUN-00001034,SITE-NWE-01,TOL-001,2025-03-19 07:00:00,2025-03-19 19:00:00,350,346.5,98.99,395.8,201858.0,19107.89,12738.37,14519.45,220965.89,27257.82,716.37,A,COMPLETED,397695.0
RUN-00001035,SITE-NWE-01,DEG-001,2025-03-19 20:00:00,2025-03-20 04:00:00,210,196.4,93.54,207.8,99744.0,9363.76,5692.14,12623.81,109107.76,18315.95,648.8,A,COMPLETED,164888.0
RUN-00001036,SITE-NWE-01,TOL-001,2025-03-19 05:00:00,2025-03-19 13:00:00,348,340.2,97.74,378.9,193239.0,14575.39,10909.81,26188.82,207814.39,37098.63,719.91,A,COMPLETED,343048.0
RUN-00001037,SITE-NWE-02,PP-002,2025-03-19 01:00:00,2025-03-19 11:00:00,350,332.7,95.05,356.6,224658.0,15084.03,11567.31,14487.88,239742.03,26055.19,798.91,B,COMPLETED,327363.0
RUN-00001038,SITE-NWE-02,PP-COPOLY,2025-03-19 07:00:00,2025-03-19 14:00:00,172,165.9,96.43,185.7,161559.0,7623.66,5156.87,8298.37,169182.66,13455.240000000002,1100.89,A,COMPLETED,209232.0
RUN-00001039,SITE-NEA-01,BEN-001,2025-03-19 17:00:00,2025-03-19 23:00:00,480,465.4,96.96,527.4,284796.0,25618.24,12623.42,24412.23,310414.24,37035.65,746.56,B,COMPLETED,346618.0
RUN-00001040,SITE-NEA-01,DEG-001,2025-03-19 08:00:00,2025-03-19 20:00:00,405,382.9,94.53,423.1,203088.0,19173.13,8414.16,21405.54,222261.13,29819.7,658.35,B,COMPLETED,510864.0
RUN-00001041,SITE-NEA-01,MMA-001,2025-03-19 19:00:00,2025-03-20 05:00:00,149,137.4,92.19,154.4,148224.0,7334.53,5167.16,10385.56,155558.53,15552.72,1245.35,A,COMPLETED,153771.0
RUN-00001042,SITE-NEA-02,PVC-001,2025-03-19 10:00:00,2025-03-19 19:00:00,432,426.2,98.65,473.0,312180.0,20296.29,12525.89,18883.51,332476.29,31409.399999999998,853.79,B,COMPLETED,314125.0
RUN-00001043,SITE-NEA-02,PS-001,2025-03-19 20:00:00,2025-03-20 08:00:00,456,430.3,94.36,467.9,350925.0,19487.79,14491.05,26059.64,370412.79,40550.69,955.06,A,COMPLETED,599108.0
RUN-00001044,SITE-NEA-02,HDPE-001,2025-03-19 08:00:00,2025-03-19 12:00:00,172,166.2,96.6,175.5,136890.0,9147.53,4989.66,8311.15,146037.53,13300.81,958.71,B,COMPLETED,122133.0
RUN-00001045,SITE-USG-01,TOL-001,2025-03-20 17:00:00,2025-03-20 21:00:00,203,188.3,92.75,212.4,108324.0,9436.23,5029.19,14756.58,117760.23,19785.77,730.46,B,COMPLETED,139419.0
RUN-00001046,SITE-USG-01,PP-002,2025-03-20 20:00:00,2025-03-21 05:00:00,230,219.7,95.52,235.9,148617.0,13126.64,6925.09,11356.64,161743.64,18281.73,819.41,B,COMPLETED,110324.0
RUN-00001047,SITE-USG-02,STY-001,2025-03-20 18:00:00,2025-03-21 06:00:00,499,482.2,96.64,514.3,354867.0,21838.89,13049.92,38263.18,376705.89,51313.1,887.64,B,COMPLETED,367396.0
RUN-00001048,SITE-USG-02,PP-COPOLY,2025-03-20 19:00:00,2025-03-21 01:00:00,272,263.4,96.86,289.7,252039.0,15758.05,7539.09,11807.26,267797.05,19346.35,1090.14,B,COMPLETED,205852.0
RUN-00001049,SITE-USG-02,PS-001,2025-03-20 00:00:00,2025-03-20 04:00:00,102,94.7,92.81,107.9,80925.0,3070.23,2047.56,4413.84,83995.23,6461.4,955.19,A,COMPLETED,116298.0
RUN-00001050,SITE-USG-02,LLDPE-001,2025-03-20 12:00:00,2025-03-20 22:00:00,480,474.0,98.76,499.0,383232.0,22296.78,15670.02,23582.06,405528.78,39252.08,938.36,A,COMPLETED,703525.0
RUN-00001051,SITE-NWE-01,MEG-001,2025-03-20 16:00:00,2025-03-20 22:00:00,271,251.1,92.67,287.9,129555.0,12063.46,8191.95,11897.97,141618.46,20089.92,644.0,A,COMPLETED,169987.0
RUN-00001052,SITE-NWE-01,XYL-001,2025-03-20 04:00:00,2025-03-20 16:00:00,281,261.1,92.93,283.2,149529.6,9249.57,9845.95,20024.21,158779.17,29870.16,722.52,A,COMPLETED,335102.0
RUN-00001053,SITE-NWE-02,PP-HOMO,2025-03-20 10:00:00,2025-03-20 21:00:00,168,161.1,95.87,173.2,145488.0,7340.65,3661.17,11178.76,152828.65,14839.93,1040.77,B,COMPLETED,157514.0
RUN-00001054,SITE-NWE-02,ETH-001,2025-03-20 18:00:00,2025-03-21 06:00:00,298,289.0,96.98,324.5,184965.0,10052.23,7112.01,20845.07,195017.23,27957.08,771.54,B,COMPLETED,144954.0
RUN-00001055,SITE-NWE-02,PS-001,2025-03-20 04:00:00,2025-03-20 12:00:00,128,117.8,92.04,127.0,95250.0,4924.92,3571.85,6404.45,100174.92,9976.3,935.07,A,COMPLETED,134779.0
RUN-00001056,SITE-NEA-01,TOL-001,2025-03-20 06:00:00,2025-03-20 15:00:00,333,316.1,94.93,336.9,171819.0,18306.45,11384.5,23472.78,190125.45,34857.28,711.75,B,COMPLETED,172672.0
RUN-00001057,SITE-NEA-01,PP-002,2025-03-20 01:00:00,2025-03-20 11:00:00,157,150.8,96.06,164.7,103761.0,4736.3,3429.56,9172.06,108497.3,12601.619999999999,803.04,A,COMPLETED,216257.0
RUN-00001058,SITE-NEA-02,ETH-001,2025-03-20 08:00:00,2025-03-20 12:00:00,279,259.3,92.93,298.1,169917.0,8030.33,8586.4,17595.93,177947.33,26182.33,787.23,A,COMPLETED,167219.0
RUN-00001059,SITE-NEA-02,XYL-001,2025-03-20 04:00:00,2025-03-20 12:00:00,404,397.9,98.49,434.7,229521.6,21133.15,15865.5,22562.91,250654.75,38428.41,726.52,A,COMPLETED,318506.0
RUN-00001060,SITE-USG-01,PP-002,2025-03-21 17:00:00,2025-03-21 23:00:00,311,296.9,95.45,329.1,207333.0,16124.32,6753.99,15431.2,223457.32,22185.190000000002,827.36,A,COMPLETED,183663.0
RUN-00001061,SITE-USG-01,ACN-001,2025-03-21 12:00:00,2025-03-21 17:00:00,443,414.9,93.65,441.4,370776.0,19232.27,14746.2,30664.97,390008.27,45411.17,1049.46,A,COMPLETED,450801.0
RUN-00001062,SITE-USG-01,TOL-001,2025-03-21 20:00:00,2025-03-22 06:00:00,166,162.9,98.1,171.1,87261.0,8135.89,5787.17,12472.46,95396.89,18259.629999999997,697.71,B,COMPLETED,98602.0
RUN-00001063,SITE-USG-02,PS-001,2025-03-21 04:00:00,2025-03-21 16:00:00,142,131.8,92.81,140.2,105150.0,7277.14,5125.56,10388.13,112427.14,15513.689999999999,970.72,A,COMPLETED,100870.0
RUN-00001064,SITE-USG-02,HDPE-001,2025-03-21 10:00:00,2025-03-21 22:00:00,367,338.9,92.33,361.4,281892.0,19968.05,10253.68,23333.57,301860.05,33587.25,989.81,B,COMPLETED,258813.0
RUN-00001065,SITE-USG-02,PP-HOMO,2025-03-21 17:00:00,2025-03-22 01:00:00,252,245.2,97.31,260.5,218820.0,8291.76,6324.63,12553.51,227111.76,18878.14,1003.22,A,COMPLETED,297458.0
RUN-00001066,SITE-USG-02,PP-002,2025-03-21 02:00:00,2025-03-21 07:00:00,370,365.1,98.67,414.1,260883.0,16598.68,9052.26,19702.12,277481.68,28754.379999999997,838.77,A,COMPLETED,380667.0
RUN-00001067,SITE-NWE-01,PS-001,2025-03-21 05:00:00,2025-03-21 17:00:00,343,333.4,97.21,355.3,266475.0,16300.14,11355.25,25730.96,282775.14,37086.21,959.39,A,COMPLETED,354574.0
RUN-00001068,SITE-NWE-01,BUT-001,2025-03-21 02:00:00,2025-03-21 07:00:00,189,176.8,93.54,190.6,137232.0,9556.84,6039.18,8583.33,146788.84,14622.51,912.96,A,COMPLETED,197496.0
RUN-00001069,SITE-NWE-02,LLDPE-001,2025-03-21 07:00:00,2025-03-21 17:00:00,346,319.1,92.23,362.9,278707.2,10250.1,11929.12,21151.94,288957.3,33081.06,1009.21,A,COMPLETED,419042.0
RUN-00001070,SITE-NWE-02,XYL-001,2025-03-21 20:00:00,2025-03-22 00:00:00,143,138.7,96.99,153.8,81206.4,4230.29,4662.31,6133.79,85436.68999999999,10796.1,693.82,B,COMPLETED,157111.0
RUN-00001071,SITE-NWE-02,BUT-001,2025-03-21 06:00:00,2025-03-21 10:00:00,178,166.7,93.64,190.0,136800.0,6871.62,4754.98,7401.15,143671.62,12156.13,934.78,A,COMPLETED,155971.0
RUN-00001072,SITE-NEA-01,PP-002,2025-03-21 13:00:00,2025-03-21 23:00:00,215,212.8,98.97,226.7,142821.0,7047.28,4799.57,8755.67,149868.28,13555.24,767.97,A,COMPLETED,142621.0
RUN-00001073,SITE-NEA-01,PP-001,2025-03-21 09:00:00,2025-03-21 21:00:00,323,307.4,95.16,330.0,217800.0,12653.02,12016.96,18697.83,230453.02,30714.79,849.6,A,COMPLETED,438707.0
RUN-00001074,SITE-NEA-01,PP-COPOLY,2025-03-21 13:00:00,2025-03-21 20:00:00,366,354.5,96.87,382.8,333036.0,20917.02,9009.27,15956.28,353953.02,24965.550000000003,1068.88,A,COMPLETED,296945.0
RUN-00001075,SITE-NEA-02,HDPE-001,2025-03-21 02:00:00,2025-03-21 13:00:00,358,345.5,96.51,389.6,303888.0,19455.26,10534.07,17055.53,323343.26,27589.6,1015.72,B,COMPLETED,344037.0
RUN-00001076,SITE-NEA-02,PP-HOMO,2025-03-21 06:00:00,2025-03-21 15:00:00,218,207.2,95.02,223.7,187908.0,9885.82,8017.35,16390.07,197793.82,24407.42,1072.4,A,COMPLETED,185384.0
RUN-00001077,SITE-NEA-02,MMA-001,2025-03-21 19:00:00,2025-03-22 04:00:00,144,137.3,95.31,154.1,147936.0,7518.57,5063.42,8101.18,155454.57,13164.6,1228.11,B,COMPLETED,157858.0
RUN-00001078,SITE-USG-01,LLDPE-001,2025-03-22 20:00:00,2025-03-23 08:00:00,295,279.2,94.64,311.4,239155.2,11542.62,5881.77,20659.5,250697.82,26541.27,992.98,A,COMPLETED,386777.0
RUN-00001079,SITE-USG-01,PP-001,2025-03-22 05:00:00,2025-03-22 12:00:00,113,107.8,95.39,117.4,77484.0,6091.29,2608.38,6002.56,83575.29,8610.94,855.16,A,COMPLETED,111486.0
RUN-00001080,SITE-USG-02,BEN-001,2025-03-22 11:00:00,2025-03-22 23:00:00,138,134.4,97.39,154.3,83322.0,6705.37,2881.36,7887.04,90027.37,10768.4,749.97,A,COMPLETED,193214.0
RUN-00001081,SITE-USG-02,TOL-001,2025-03-22 13:00:00,2025-03-22 19:00:00,240,231.0,96.24,264.4,134844.0,9807.65,6553.17,11254.63,144651.65,17807.8,703.29,A,COMPLETED,272489.0
RUN-00001082,SITE-USG-02,MEG-001,2025-03-22 18:00:00,2025-03-23 02:00:00,112,104.2,93.08,117.5,52875.0,4288.22,4071.34,4528.21,57163.22,8599.55,631.12,B,COMPLETED,72223.0
RUN-00001083,SITE-NWE-01,PP-002,2025-03-22 01:00:00,2025-03-22 07:00:00,412,389.0,94.42,444.5,280035.0,19374.14,11332.22,22638.56,299409.14,33970.78,857.02,A,COMPLETED,375911.0
RUN-00001084,SITE-NWE-01,PP-COPOLY,2025-03-22 08:00:00,2025-03-22 16:00:00,305,299.3,98.14,341.9,297453.0,14546.29,6229.02,14968.88,311999.29,21197.9,1113.25,B,COMPLETED,187448.0
RUN-00001085,SITE-NWE-01,LLDPE-001,2025-03-22 18:00:00,2025-03-23 05:00:00,488,459.3,94.13,522.1,400972.8,19647.18,15741.79,27527.73,420619.98,43269.520000000004,1009.99,A,COMPLETED,473239.0
RUN-00001086,SITE-NWE-01,ACN-001,2025-03-22 08:00:00,2025-03-22 20:00:00,409,394.0,96.34,444.5,373380.0,18313.25,12327.95,16448.6,391693.25,28776.55,1067.18,A,COMPLETED,513297.0
RUN-00001087,SITE-NWE-02,ACN-001,2025-03-22 03:00:00,2025-03-22 11:00:00,157,150.1,95.59,171.2,143808.0,8203.77,5525.15,9282.42,152011.77,14807.57,1111.39,A,COMPLETED,79823.0
RUN-00001088,SITE-NWE-02,PVC-001,2025-03-22 08:00:00,2025-03-22 12:00:00,316,293.0,92.73,324.1,213906.0,13878.31,8357.35,14690.01,227784.31,23047.36,856.08,B,COMPLETED,353295.0
RUN-00001089,SITE-NWE-02,PP-002,2025-03-22 04:00:00,2025-03-22 10:00:00,476,466.3,97.97,530.5,334215.0,21832.82,12220.04,31084.62,356047.82,43304.66,856.43,A,COMPLETED,519200.0
RUN-00001090,SITE-NWE-02,STY-001,2025-03-22 19:00:00,2025-03-23 00:00:00,353,337.9,95.73,361.7,249573.0,10346.49,12052.78,23159.77,259919.49,35212.55,873.43,B,COMPLETED,486926.0
RUN-00001091,SITE-NEA-01,BEN-001,2025-03-22 18:00:00,2025-03-23 06:00:00,448,417.9,93.27,464.4,250776.0,23860.22,10046.57,29377.87,274636.22,39424.44,751.52,A,COMPLETED,520549.0
RUN-00001092,SITE-NEA-01,STY-001,2025-03-22 14:00:00,2025-03-23 01:00:00,362,342.0,94.46,384.8,265512.0,19021.6,7948.81,20472.3,284533.6,28421.11,915.07,A,COMPLETED,292988.0
RUN-00001093,SITE-NEA-02,PVC-001,2025-03-22 20:00:00,2025-03-23 06:00:00,125,123.0,98.41,140.5,92730.0,7082.58,2684.24,7554.02,99812.58,10238.26,894.72,A,COMPLETED,99349.0
RUN-00001094,SITE-NEA-02,MMA-001,2025-03-22 06:00:00,2025-03-22 14:00:00,455,433.7,95.31,473.1,454176.0,17123.18,13790.4,23219.29,471299.18,37009.69,1172.03,B,COMPLETED,371061.0
RUN-00001095,SITE-NEA-02,STY-001,2025-03-22 17:00:00,2025-03-23 01:00:00,324,303.8,93.76,328.9,226941.0,9614.53,9910.65,16486.01,236555.53,26396.659999999996,865.54,A,COMPLETED,261551.0
RUN-00001096,SITE-NEA-02,ACN-001,2025-03-22 18:00:00,2025-03-22 23:00:00,228,215.1,94.34,244.0,204960.0,7330.81,5055.25,9201.94,212290.81,14257.19,1053.22,A,COMPLETED,256369.0
RUN-00001097,SITE-USG-01,PP-002,2025-03-23 15:00:00,2025-03-23 20:00:00,106,98.3,92.73,108.3,68229.0,4084.1,2339.25,5287.93,72313.1,7627.18,813.23,B,COMPLETED,56622.0
RUN-00001098,SITE-USG-01,PP-002,2025-03-23 01:00:00,2025-03-23 07:00:00,107,105.5,98.57,117.1,73773.0,4658.21,2487.3,8120.33,78431.21,10607.630000000001,843.97,A,COMPLETED,90638.0
RUN-00001099,SITE-USG-01,PP-HOMO,2025-03-23 04:00:00,2025-03-23 12:00:00,274,265.2,96.77,290.0,243600.0,13917.52,6216.65,11539.87,257517.52,17756.52,1037.99,A,COMPLETED,270544.0
RUN-00001100,SITE-USG-01,PP-COPOLY,2025-03-23 17:00:00,2025-03-24 03:00:00,416,390.2,93.79,438.5,381495.0,15959.45,11665.13,18978.49,397454.45,30643.620000000003,1097.12,A,COMPLETED,461435.0
RUN-00001101,SITE-USG-02,MMA-001,2025-03-23 02:00:00,2025-03-23 13:00:00,310,304.9,98.36,328.8,315648.0,18182.23,8221.79,21585.13,333830.23,29806.920000000002,1192.64,A,COMPLETED,296469.0
RUN-00001102,SITE-USG-02,PP-002,2025-03-23 04:00:00,2025-03-23 13:00:00,227,213.4,93.99,238.5,150255.0,12781.71,4895.89,13191.98,163036.71,18087.87,848.76,B,COMPLETED,179528.0
RUN-00001103,SITE-USG-02,HDPE-001,2025-03-23 13:00:00,2025-03-24 01:00:00,229,217.6,95.02,246.3,192114.0,11210.74,8088.98,12899.55,203324.74,20988.53,1030.85,A,COMPLETED,223558.0
RUN-00001104,SITE-USG-02,PS-001,2025-03-23 08:00:00,2025-03-23 15:00:00,240,235.8,98.25,270.2,202650.0,8158.89,9295.21,18051.59,210808.89,27346.8,1009.99,B,COMPLETED,332064.0
RUN-00001105,SITE-NWE-01,STY-001,2025-03-23 16:00:00,2025-03-23 20:00:00,289,277.4,95.98,294.5,203205.0,15492.69,5901.42,22095.11,218697.69,27996.53,889.31,A,COMPLETED,302083.0
RUN-00001106,SITE-NWE-01,PP-002,2025-03-23 05:00:00,2025-03-23 16:00:00,446,435.4,97.63,482.9,304227.0,16657.54,12417.6,24090.09,320884.54,36507.69,820.84,A,COMPLETED,454384.0
RUN-00001107,SITE-NWE-01,TOL-001,2025-03-23 05:00:00,2025-03-23 10:00:00,166,155.8,93.83,172.0,87720.0,5564.76,5195.53,9902.57,93284.76,15098.099999999999,695.65,B,COMPLETED,211715.0
RUN-00001108,SITE-NWE-01,DEG-001,2025-03-23 06:00:00,2025-03-23 16:00:00,395,390.7,98.91,419.1,201168.0,17504.32,13007.93,25607.93,218672.32,38615.86,658.53,A,COMPLETED,299420.0
RUN-00001109,SITE-NWE-02,PP-COPOLY,2025-03-23 17:00:00,2025-03-23 23:00:00,300,296.1,98.7,333.0,289710.0,12177.72,8700.39,16843.87,301887.72,25544.26,1105.82,A,COMPLETED,164146.0
RUN-00001110,SITE-NWE-02,MMA-001,2025-03-23 05:00:00,2025-03-23 11:00:00,478,462.7,96.79,513.7,493152.0,27224.22,15056.8,20671.65,520376.22,35728.45,1201.87,A,COMPLETED,574816.0
RUN-00001111,SITE-NEA-01,ACN-001,2025-03-23 02:00:00,2025-03-23 08:00:00,110,103.1,93.7,114.7,96348.0,6148.89,3309.87,7062.75,102496.89,10372.619999999999,1094.76,B,COMPLETED,123085.0
RUN-00001112,SITE-NEA-01,PP-001,2025-03-23 16:00:00,2025-03-23 22:00:00,415,406.0,97.83,464.7,306702.0,14190.46,14250.46,29592.14,320892.46,43842.6,898.36,A,COMPLETED,387609.0
RUN-00001113,SITE-NEA-01,LLDPE-001,2025-03-23 15:00:00,2025-03-23 22:00:00,499,469.1,94.0,505.0,387840.0,22674.46,14150.77,34084.88,410514.46,48235.649999999994,977.94,A,COMPLETED,581730.0
RUN-00001114,SITE-NEA-02,LLDPE-001,2025-03-23 00:00:00,2025-03-23 04:00:00,171,158.6,92.77,172.7,132633.6,7234.67,3766.25,11897.82,139868.27000000002,15664.07,980.66,A,COMPLETED,81443.0
RUN-00001115,SITE-NEA-02,PVC-001,2025-03-23 00:00:00,2025-03-23 08:00:00,406,378.8,93.29,401.9,265254.0,12919.81,14861.9,24524.05,278173.81,39385.95,838.33,A,COMPLETED,333703.0
RUN-00001116,SITE-USG-01,XYL-001,2025-03-24 12:00:00,2025-03-24 17:00:00,276,254.3,92.15,279.4,147523.2,7847.46,9449.59,19101.66,155370.66,28551.25,723.25,A,COMPLETED,364214.0
RUN-00001117,SITE-USG-01,TOL-001,2025-03-24 19:00:00,2025-03-25 05:00:00,164,153.8,93.77,163.2,83232.0,4988.0,4307.6,7411.95,88220.0,11719.55,649.8,A,COMPLETED,129310.0
RUN-00001118,SITE-USG-01,PS-001,2025-03-24 03:00:00,2025-03-24 08:00:00,302,288.4,95.49,315.3,236475.0,16910.92,11521.23,20358.83,253385.91999999998,31880.06,989.13,B,COMPLETED,368606.0
RUN-00001119,SITE-USG-02,BUT-001,2025-03-24 20:00:00,2025-03-25 08:00:00,472,453.1,96.0,502.2,361584.0,22059.35,10080.52,29191.32,383643.35,39271.84,933.38,A,COMPLETED,539484.0
RUN-00001120,SITE-USG-02,PS-001,2025-03-24 13:00:00,2025-03-25 00:00:00,411,402.7,97.99,457.9,343425.0,14393.06,10769.58,23481.92,357818.06,34251.5,973.6,A,COMPLETED,239958.0
RUN-00001121,SITE-USG-02,BEN-001,2025-03-24 08:00:00,2025-03-24 14:00:00,123,119.3,97.0,134.4,72576.0,3582.26,3010.15,5980.13,76158.26,8990.28,713.73,A,COMPLETED,82314.0
RUN-00001122,SITE-NWE-01,PVC-001,2025-03-24 15:00:00,2025-03-24 20:00:00,326,318.0,97.55,341.5,225390.0,9561.62,10989.53,12898.03,234951.62,23887.56,813.96,A,COMPLETED,291865.0
RUN-00001123,SITE-NWE-01,PP-001,2025-03-24 13:00:00,2025-03-24 18:00:00,262,255.2,97.41,285.3,188298.0,8532.4,9725.98,19532.83,196830.4,29258.81,885.93,A,COMPLETED,212375.0
RUN-00001124,SITE-NWE-02,PP-002,2025-03-24 03:00:00,2025-03-24 07:00:00,232,223.3,96.24,244.2,153846.0,10581.35,5627.46,13114.82,164427.35,18742.28,820.28,B,COMPLETED,301768.0
RUN-00001125,SITE-NWE-02,LLDPE-001,2025-03-24 10:00:00,2025-03-24 19:00:00,408,395.5,96.95,446.0,342528.0,21550.58,14908.39,21497.46,364078.58,36405.85,1012.6,A,COMPLETED,218024.0
RUN-00001126,SITE-NWE-02,TOL-001,2025-03-24 15:00:00,2025-03-25 03:00:00,184,173.5,94.3,186.6,95166.0,8913.15,5047.75,6992.89,104079.15,12040.64,669.28,A,COMPLETED,206048.0
RUN-00001127,SITE-NEA-01,BUT-001,2025-03-24 16:00:00,2025-03-24 22:00:00,174,171.8,98.73,185.7,133704.0,7114.63,3979.85,11140.92,140818.63,15120.77,907.68,A,COMPLETED,115794.0
RUN-00001128,SITE-NEA-01,MEG-001,2025-03-24 16:00:00,2025-03-25 00:00:00,107,99.9,93.38,105.9,47655.0,5400.97,3993.21,6837.91,53055.97,10831.119999999999,639.51,B,COMPLETED,144494.0
RUN-00001129,SITE-NEA-01,ETH-001,2025-03-24 06:00:00,2025-03-24 18:00:00,327,308.8,94.44,352.8,201096.0,13135.89,11746.78,19384.08,214231.89,31130.86,794.57,B,COMPLETED,352161.0
RUN-00001130,SITE-NEA-01,PP-002,2025-03-24 04:00:00,2025-03-24 16:00:00,361,345.6,95.74,389.2,245196.0,19720.52,10783.82,26095.67,264916.52,36879.49,873.25,A,COMPLETED,351825.0
RUN-00001131,SITE-NEA-02,MEG-001,2025-03-24 10:00:00,2025-03-24 14:00:00,301,285.0,94.68,324.8,146160.0,9832.63,8202.25,17283.55,155992.63,25485.8,636.77,A,COMPLETED,231127.0
RUN-00001132,SITE-NEA-02,MEG-001,2025-03-24 20:00:00,2025-03-25 07:00:00,227,223.5,98.46,251.5,113175.0,10321.9,6918.4,9072.71,123496.9,15991.109999999999,624.11,A,COMPLETED,209080.0
RUN-00001133,SITE-NEA-02,LDPE-001,2025-03-24 16:00:00,2025-03-24 21:00:00,221,213.3,96.52,244.1,197721.0,10504.61,8181.07,9938.43,208225.61,18119.5,1061.16,A,COMPLETED,219134.0
RUN-00001134,SITE-NEA-02,DEG-001,2025-03-24 16:00:00,2025-03-24 20:00:00,187,175.5,93.87,187.9,90192.0,5378.73,6667.33,7688.75,95570.73,14356.08,626.36,A,COMPLETED,214371.0
RUN-00001135,SITE-USG-01,PVC-001,2025-03-25 12:00:00,2025-03-25 21:00:00,301,284.0,94.35,304.0,200640.0,8826.02,9290.44,21748.34,209466.02,31038.78,846.85,A,COMPLETED,369082.0
RUN-00001136,SITE-USG-01,DEG-001,2025-03-25 20:00:00,2025-03-26 01:00:00,273,253.0,92.68,289.2,138816.0,12947.06,5730.55,15440.37,151763.06,21170.920000000002,683.53,A,COMPLETED,282519.0
RUN-00001137,SITE-USG-01,LDPE-001,2025-03-25 11:00:00,2025-03-25 23:00:00,107,101.5,94.82,115.6,93636.0,3782.03,3560.19,4620.23,97418.03,8180.42,1040.38,A,COMPLETED,138414.0
RUN-00001138,SITE-USG-01,ACN-001,2025-03-25 18:00:00,2025-03-26 02:00:00,102,99.3,97.33,105.5,88620.0,3426.86,3697.68,6795.25,92046.86,10492.93,1032.63,A,COMPLETED,145839.0
RUN-00001139,SITE-USG-02,PP-HOMO,2025-03-25 08:00:00,2025-03-25 20:00:00,230,226.1,98.3,256.2,215208.0,10783.6,5275.33,10423.03,225991.6,15698.36,1068.95,B,COMPLETED,331214.0
RUN-00001140,SITE-USG-02,PP-HOMO,2025-03-25 18:00:00,2025-03-26 00:00:00,416,401.7,96.55,428.2,359688.0,12188.77,13538.41,21606.38,371876.77,35144.79,1013.25,B,COMPLETED,389525.0
RUN-00001141,SITE-USG-02,BEN-001,2025-03-25 15:00:00,2025-03-25 22:00:00,278,273.0,98.19,309.1,166914.0,10090.93,8973.44,18174.49,177004.93,27147.93,747.81,A,COMPLETED,406575.0
RUN-00001142,SITE-NWE-01,XYL-001,2025-03-25 05:00:00,2025-03-25 11:00:00,341,332.6,97.55,354.8,187334.4,18040.54,11389.93,17279.9,205374.94,28669.83,703.68,B,COMPLETED,446194.0
RUN-00001143,SITE-NWE-01,HDPE-001,2025-03-25 10:00:00,2025-03-25 19:00:00,116,111.1,95.78,119.9,93522.0,4660.92,3836.7,5541.81,98182.92,9378.51,968.15,A,COMPLETED,153682.0
RUN-00001144,SITE-NWE-01,LDPE-001,2025-03-25 09:00:00,2025-03-25 13:00:00,432,424.0,98.15,484.6,392526.0,18128.67,13782.78,27760.41,410654.67,41543.19,1066.5,B,COMPLETED,461533.0
RUN-00001145,SITE-NWE-01,BUT-001,2025-03-25 03:00:00,2025-03-25 08:00:00,223,217.2,97.39,246.1,177192.0,12709.37,4459.19,12770.61,189901.37,17229.8,953.64,A,COMPLETED,287083.0
RUN-00001146,SITE-NWE-02,STY-001,2025-03-25 05:00:00,2025-03-25 14:00:00,433,428.4,98.94,457.0,315330.0,15858.94,16391.12,32899.71,331188.94,49290.83,888.14,B,COMPLETED,453407.0
RUN-00001147,SITE-NWE-02,PVC-001,2025-03-25 12:00:00,2025-03-25 21:00:00,194,188.5,97.17,212.2,140052.0,9809.94,5761.19,9664.14,149861.94,15425.329999999998,876.86,A,COMPLETED,123625.0
RUN-00001148,SITE-NWE-02,PVC-001,2025-03-25 06:00:00,2025-03-25 17:00:00,495,458.8,92.69,490.9,323994.0,13792.32,13668.65,33082.16,337786.32,46750.810000000005,838.14,A,COMPLETED,654445.0
RUN-00001149,SITE-NEA-01,PP-COPOLY,2025-03-25 15:00:00,2025-03-26 02:00:00,243,224.2,92.28,252.2,219414.0,12612.65,4984.74,13277.9,232026.65,18262.64,1116.37,A,COMPLETED,251555.0
